age;job;marital;education;default;housing;loan;contact;month;day_of_week;duration;y
57;management;married;university.degree;no;yes;no;cellular;nov;wed;589;yes
45;technician;married;professional.course;no;no;no;cellular;nov;wed;193;no
35;admin.;married;university.degree;no;no;no;cellular;aug;mon;1364;no
47;blue-collar;unmarried;basic.4y;no;yes;no;telephone;may;mon;345;no
34;admin.;married;high.school;no;no;no;cellular;may;thu;362;no
32;admin.;unmarried;high.school;no;no;no;telephone;may;wed;103;no
26;unemployed;unmarried;university.degree;no;yes;no;cellular;aug;thu;203;yes
39;blue-collar;married;basic.9y;no;yes;no;cellular;jul;fri;635;yes
63;admin.;married;university.degree;no;yes;no;cellular;jul;fri;396;yes
57;admin.;married;professional.course;no;yes;no;cellular;jul;tue;425;no
40;self-employed;married;university.degree;no;no;no;cellular;apr;fri;775;no
29;admin.;unmarried;university.degree;no;yes;no;telephone;may;thu;128;no
45;admin.;married;university.degree;no;no;no;cellular;jul;thu;252;yes
26;services;unmarried;high.school;no;no;no;cellular;may;wed;119;no
36;housemaid;married;basic.4y;no;yes;no;cellular;jul;tue;665;no
45;technician;married;university.degree;no;yes;no;cellular;nov;wed;278;no
50;entrepreneur;married;professional.course;no;yes;no;telephone;jul;thu;155;no
29;unemployed;married;university.degree;no;yes;no;cellular;jul;thu;104;no
30;admin.;unmarried;university.degree;no;no;yes;cellular;aug;mon;545;yes
25;unemployed;married;high.school;no;yes;no;cellular;mar;wed;436;yes
34;admin.;married;university.degree;no;yes;no;cellular;aug;mon;98;no
52;blue-collar;married;basic.4y;no;no;no;telephone;may;fri;151;no
35;retired;married;professional.course;no;no;no;telephone;may;wed;759;no
65;retired;married;high.school;no;yes;no;cellular;oct;thu;201;no
32;unemployed;unmarried;high.school;no;yes;no;cellular;nov;thu;73;no
61;admin.;married;university.degree;no;yes;yes;telephone;jul;wed;261;yes
47;blue-collar;married;basic.9y;no;no;no;cellular;aug;tue;172;no
32;services;unmarried;basic.9y;no;yes;no;cellular;jul;wed;31;no
39;admin.;married;university.degree;no;no;no;telephone;may;tue;109;no
45;unemployed;unmarried;professional.course;no;no;no;cellular;nov;tue;191;no
31;technician;married;professional.course;no;yes;no;cellular;aug;mon;50;no
27;technician;unmarried;professional.course;no;no;no;cellular;jul;mon;581;no
36;entrepreneur;married;university.degree;no;no;no;telephone;may;wed;386;no
40;technician;married;professional.course;no;no;no;cellular;apr;tue;274;no
47;admin.;unmarried;high.school;no;no;no;cellular;apr;thu;1025;yes
27;admin.;unmarried;high.school;no;yes;yes;cellular;jul;mon;138;no
26;blue-collar;married;basic.9y;no;no;no;telephone;may;tue;295;no
47;admin.;married;high.school;no;yes;no;cellular;aug;mon;1152;yes
41;technician;unmarried;high.school;no;yes;no;cellular;aug;wed;219;no
59;retired;married;professional.course;no;no;no;cellular;nov;thu;117;no
29;admin.;unmarried;high.school;no;no;no;telephone;may;tue;110;no
47;technician;married;high.school;no;yes;no;cellular;jul;thu;388;no
43;blue-collar;unmarried;professional.course;no;no;no;telephone;may;wed;51;no
79;retired;married;basic.4y;no;yes;no;cellular;nov;tue;594;yes
36;services;married;basic.9y;no;yes;no;cellular;aug;fri;221;yes
33;blue-collar;unmarried;university.degree;no;yes;yes;cellular;may;wed;389;no
30;services;married;high.school;no;yes;no;cellular;may;wed;237;no
71;retired;married;professional.course;no;no;no;cellular;oct;tue;323;yes
44;management;married;basic.9y;no;no;no;cellular;nov;tue;638;no
35;admin.;married;basic.9y;no;no;yes;telephone;jun;fri;556;yes
28;admin.;unmarried;university.degree;no;no;no;cellular;jun;mon;114;no
33;self-employed;married;university.degree;no;yes;no;cellular;nov;fri;229;no
34;admin.;unmarried;university.degree;no;yes;no;cellular;nov;thu;89;yes
48;admin.;married;high.school;no;yes;no;telephone;nov;tue;217;no
33;blue-collar;unmarried;professional.course;no;no;no;cellular;apr;tue;221;no
29;blue-collar;married;high.school;no;no;no;telephone;may;wed;357;no
38;technician;unmarried;university.degree;no;yes;no;cellular;may;mon;12;no
33;admin.;married;university.degree;no;no;yes;telephone;jun;mon;232;no
78;retired;married;professional.course;no;no;no;cellular;nov;fri;319;yes
48;technician;married;professional.course;yes;no;no;cellular;aug;tue;66;no
20;student;unmarried;high.school;no;no;no;cellular;apr;mon;1472;yes
55;technician;unmarried;professional.course;no;yes;yes;cellular;mar;mon;217;yes
70;retired;married;basic.4y;no;yes;no;cellular;aug;tue;356;yes
56;technician;married;professional.course;no;no;no;cellular;jul;mon;230;yes
40;admin.;married;high.school;no;no;no;cellular;nov;mon;53;no
41;admin.;unmarried;university.degree;no;yes;yes;cellular;nov;fri;45;no
30;services;married;high.school;no;yes;no;telephone;may;tue;261;no
41;admin.;unmarried;high.school;no;no;no;cellular;may;mon;466;no
30;technician;unmarried;professional.course;no;yes;no;cellular;aug;thu;151;no
38;blue-collar;unmarried;high.school;no;no;no;telephone;may;tue;280;no
45;admin.;married;high.school;no;yes;no;telephone;may;thu;695;yes
28;blue-collar;unmarried;basic.9y;no;yes;no;cellular;may;thu;226;no
32;housemaid;unmarried;basic.4y;no;no;no;telephone;may;thu;477;no
34;admin.;married;high.school;no;no;no;cellular;jul;wed;359;yes
37;technician;married;professional.course;no;no;no;cellular;nov;tue;91;no
26;admin.;unmarried;university.degree;no;no;no;cellular;aug;thu;99;no
30;admin.;married;university.degree;no;yes;yes;cellular;sep;wed;475;yes
28;services;unmarried;university.degree;no;no;no;telephone;jun;mon;215;no
30;self-employed;unmarried;university.degree;no;no;no;cellular;sep;tue;169;yes
35;technician;unmarried;high.school;no;no;no;cellular;nov;wed;515;no
45;blue-collar;married;basic.6y;no;no;no;cellular;aug;fri;200;no
33;technician;unmarried;professional.course;no;no;no;cellular;jul;tue;96;no
33;services;married;high.school;no;no;yes;telephone;may;wed;425;no
49;entrepreneur;married;university.degree;no;no;no;telephone;jun;mon;171;no
30;technician;unmarried;professional.course;no;yes;no;cellular;aug;thu;55;no
39;admin.;unmarried;high.school;no;yes;yes;cellular;nov;thu;44;no
26;blue-collar;unmarried;high.school;no;no;no;cellular;may;fri;49;no
25;technician;unmarried;university.degree;no;yes;no;telephone;aug;tue;6;no
34;blue-collar;married;basic.9y;no;no;no;telephone;may;wed;103;no
30;admin.;married;university.degree;no;no;no;cellular;may;wed;121;no
44;admin.;unmarried;university.degree;no;no;no;cellular;jun;tue;924;yes
51;services;married;basic.6y;no;no;no;cellular;apr;thu;407;yes
32;admin.;married;university.degree;no;no;no;telephone;jun;wed;525;yes
75;retired;married;basic.4y;no;no;yes;cellular;aug;fri;714;yes
40;services;unmarried;professional.course;no;no;no;telephone;may;thu;202;no
74;retired;married;professional.course;no;yes;no;cellular;aug;thu;204;yes
57;admin.;unmarried;university.degree;no;yes;no;cellular;jul;tue;33;no
35;admin.;unmarried;university.degree;no;no;no;cellular;may;mon;21;no
38;technician;married;university.degree;no;no;no;cellular;dec;wed;415;yes
31;technician;married;university.degree;no;yes;no;cellular;aug;thu;168;no
50;blue-collar;married;professional.course;no;yes;no;telephone;nov;thu;547;no
43;services;married;high.school;no;no;no;telephone;may;wed;124;no
46;services;married;university.degree;no;yes;no;cellular;sep;wed;630;yes
39;management;married;university.degree;no;no;no;cellular;aug;thu;105;no
43;technician;married;professional.course;no;no;no;telephone;may;wed;720;no
31;admin.;unmarried;university.degree;no;yes;no;telephone;may;mon;451;no
32;services;married;basic.9y;no;no;no;telephone;may;thu;746;yes
35;blue-collar;married;basic.4y;no;no;no;telephone;mar;mon;433;yes
54;admin.;married;university.degree;no;yes;no;cellular;mar;mon;115;yes
27;admin.;married;university.degree;no;no;no;cellular;aug;thu;312;yes
43;unemployed;married;professional.course;no;no;no;telephone;aug;tue;18;no
35;management;married;high.school;no;yes;no;telephone;jun;thu;405;no
38;services;unmarried;high.school;no;yes;no;cellular;apr;wed;1665;yes
54;unemployed;married;basic.9y;no;yes;no;cellular;oct;wed;200;yes
45;admin.;married;university.degree;no;no;no;telephone;may;thu;319;no
28;admin.;unmarried;professional.course;no;no;yes;telephone;jun;thu;253;no
60;retired;married;professional.course;no;yes;no;cellular;sep;thu;104;no
48;admin.;unmarried;university.degree;no;yes;no;cellular;mar;tue;544;no
42;admin.;married;university.degree;no;no;no;cellular;jul;thu;1142;yes
58;housemaid;married;professional.course;no;yes;no;cellular;aug;tue;98;no
27;blue-collar;unmarried;university.degree;no;yes;no;cellular;apr;thu;246;yes
40;technician;unmarried;professional.course;no;yes;no;cellular;apr;mon;250;no
23;student;unmarried;high.school;no;no;no;cellular;jul;tue;370;yes
33;admin.;married;university.degree;no;yes;no;cellular;mar;wed;278;yes
43;management;married;university.degree;no;no;no;cellular;nov;mon;179;no
50;technician;married;professional.course;no;yes;no;cellular;nov;mon;199;no
41;admin.;married;university.degree;no;yes;no;telephone;may;mon;577;no
38;services;unmarried;basic.6y;no;yes;no;cellular;may;tue;546;yes
24;services;unmarried;professional.course;no;yes;no;cellular;jul;wed;139;no
34;admin.;married;university.degree;no;yes;no;cellular;jul;thu;417;yes
42;services;married;high.school;no;no;no;telephone;jun;mon;217;no
35;admin.;married;high.school;no;yes;no;telephone;may;mon;81;no
20;student;unmarried;high.school;no;yes;no;cellular;aug;tue;532;yes
30;technician;unmarried;university.degree;no;yes;no;cellular;aug;wed;215;no
29;admin.;married;university.degree;no;yes;no;cellular;may;mon;565;yes
27;admin.;unmarried;high.school;no;no;no;telephone;jul;thu;135;no
37;services;unmarried;high.school;no;no;no;telephone;may;wed;139;no
30;unemployed;married;professional.course;no;yes;no;telephone;nov;fri;77;no
36;technician;married;professional.course;no;yes;no;cellular;aug;wed;174;no
30;admin.;unmarried;high.school;no;no;no;telephone;may;tue;315;no
33;admin.;unmarried;university.degree;no;yes;no;cellular;aug;thu;175;no
32;technician;unmarried;university.degree;no;no;no;telephone;may;wed;23;no
25;entrepreneur;unmarried;university.degree;no;yes;no;cellular;may;thu;415;no
78;retired;married;basic.4y;no;yes;no;cellular;jul;mon;212;yes
31;services;unmarried;high.school;no;no;no;cellular;jul;thu;186;no
31;blue-collar;married;basic.4y;no;yes;no;telephone;may;wed;287;no
39;admin.;unmarried;university.degree;no;yes;no;cellular;jul;wed;150;no
38;admin.;married;university.degree;no;no;no;cellular;nov;thu;126;yes
32;technician;unmarried;university.degree;no;yes;no;cellular;apr;thu;293;no
40;technician;unmarried;professional.course;no;yes;no;cellular;aug;wed;179;no
52;technician;unmarried;professional.course;no;yes;no;cellular;aug;thu;365;no
40;technician;unmarried;professional.course;no;yes;yes;cellular;apr;mon;538;no
35;technician;unmarried;high.school;no;yes;no;telephone;jun;thu;159;no
29;services;married;high.school;no;no;no;cellular;oct;tue;424;yes
34;technician;unmarried;professional.course;no;no;no;cellular;apr;thu;121;no
27;self-employed;married;professional.course;no;no;no;telephone;nov;wed;669;yes
29;admin.;unmarried;university.degree;no;no;no;cellular;may;wed;132;no
35;admin.;married;high.school;no;yes;no;cellular;mar;thu;117;yes
47;blue-collar;married;basic.4y;no;yes;no;telephone;jun;mon;2769;yes
33;admin.;unmarried;high.school;no;no;no;telephone;may;tue;60;no
46;blue-collar;unmarried;professional.course;no;no;no;telephone;may;wed;26;no
32;admin.;unmarried;university.degree;no;yes;no;cellular;apr;thu;358;yes
57;admin.;married;university.degree;no;no;no;cellular;nov;wed;182;yes
32;services;married;university.degree;no;no;no;telephone;jul;mon;691;yes
30;services;unmarried;high.school;no;no;no;telephone;jul;thu;444;no
36;blue-collar;married;basic.4y;no;no;yes;cellular;nov;wed;217;no
42;admin.;married;high.school;no;yes;no;cellular;nov;fri;8;no
23;admin.;unmarried;professional.course;no;yes;no;cellular;jul;wed;332;no
33;technician;married;professional.course;no;no;no;cellular;aug;thu;396;no
44;blue-collar;married;basic.9y;no;yes;no;cellular;nov;tue;52;no
42;management;married;basic.6y;no;no;no;cellular;nov;fri;133;no
51;blue-collar;married;basic.4y;no;no;no;cellular;may;wed;254;no
44;management;married;university.degree;no;yes;no;cellular;nov;mon;114;no
33;admin.;unmarried;university.degree;no;yes;no;cellular;aug;mon;566;no
34;blue-collar;married;basic.9y;no;yes;no;cellular;may;tue;332;no
21;blue-collar;unmarried;basic.9y;no;yes;no;cellular;may;mon;250;no
43;admin.;married;high.school;no;no;yes;cellular;jul;mon;551;yes
36;blue-collar;married;basic.6y;no;yes;no;telephone;jun;thu;614;yes
51;technician;married;professional.course;no;yes;no;cellular;aug;wed;300;no
35;admin.;unmarried;high.school;no;yes;no;cellular;apr;thu;352;no
58;retired;married;basic.4y;no;no;no;cellular;aug;tue;509;no
41;admin.;unmarried;university.degree;no;yes;no;telephone;may;fri;391;no
29;self-employed;unmarried;university.degree;no;yes;no;cellular;apr;mon;128;no
37;services;unmarried;high.school;no;yes;no;cellular;apr;wed;165;yes
21;services;unmarried;professional.course;no;yes;yes;cellular;jun;thu;787;yes
23;student;unmarried;high.school;no;no;no;cellular;aug;mon;123;no
25;blue-collar;married;basic.4y;no;no;no;telephone;may;mon;480;no
25;services;unmarried;high.school;no;no;no;cellular;aug;fri;553;no
32;blue-collar;unmarried;high.school;no;no;no;telephone;jun;tue;956;yes
31;technician;married;professional.course;no;yes;no;cellular;apr;thu;160;no
54;admin.;married;university.degree;no;yes;no;cellular;aug;tue;120;no
41;admin.;married;university.degree;no;yes;no;cellular;sep;mon;97;no
26;technician;unmarried;professional.course;no;yes;no;cellular;jul;wed;173;no
32;services;married;high.school;no;yes;no;cellular;may;thu;1129;yes
43;admin.;married;high.school;no;yes;no;cellular;aug;tue;291;yes
22;technician;unmarried;university.degree;no;yes;no;cellular;jun;fri;163;yes
27;technician;unmarried;basic.9y;no;yes;no;cellular;apr;wed;56;no
26;blue-collar;unmarried;high.school;no;yes;no;telephone;jun;tue;167;no
39;admin.;unmarried;high.school;no;no;no;cellular;jul;mon;419;no
36;unemployed;unmarried;university.degree;no;yes;no;cellular;may;mon;251;yes
24;admin.;unmarried;high.school;no;yes;yes;cellular;jul;thu;109;no
34;services;married;high.school;no;yes;no;telephone;may;fri;69;no
50;technician;unmarried;professional.course;no;yes;yes;cellular;jun;thu;78;no
36;self-employed;unmarried;university.degree;no;yes;no;telephone;oct;thu;248;yes
76;retired;married;professional.course;no;no;no;cellular;aug;mon;308;yes
22;technician;unmarried;basic.9y;no;no;no;telephone;jul;thu;83;no
24;technician;married;professional.course;no;yes;yes;cellular;may;thu;428;no
31;services;unmarried;high.school;no;yes;no;cellular;nov;thu;452;no
33;entrepreneur;married;university.degree;no;yes;no;telephone;oct;tue;454;yes
49;admin.;unmarried;university.degree;no;no;no;telephone;may;fri;201;no
32;technician;unmarried;high.school;no;no;no;telephone;jun;mon;68;no
41;blue-collar;married;basic.6y;no;no;no;telephone;may;tue;13;no
60;admin.;married;professional.course;no;yes;no;cellular;apr;thu;571;yes
39;services;married;professional.course;no;yes;no;cellular;jul;mon;751;yes
31;admin.;married;high.school;no;no;no;telephone;may;tue;1043;no
24;blue-collar;married;basic.9y;no;yes;yes;telephone;may;fri;101;no
29;management;unmarried;university.degree;no;yes;no;telephone;may;mon;253;no
52;admin.;married;university.degree;no;yes;no;cellular;may;wed;338;yes
32;management;unmarried;university.degree;no;no;yes;cellular;mar;thu;167;yes
42;services;married;professional.course;no;yes;no;telephone;may;tue;1205;yes
36;admin.;unmarried;university.degree;no;no;no;telephone;jul;thu;9;no
35;admin.;unmarried;high.school;no;no;yes;telephone;may;fri;813;yes
58;retired;married;basic.4y;no;yes;no;cellular;aug;fri;68;no
50;admin.;married;high.school;no;no;no;cellular;nov;wed;93;no
48;entrepreneur;married;university.degree;no;yes;no;cellular;may;fri;796;yes
48;entrepreneur;married;university.degree;no;no;no;cellular;apr;thu;327;yes
42;technician;married;professional.course;no;yes;yes;telephone;nov;mon;215;no
37;management;married;university.degree;no;yes;no;cellular;nov;fri;33;no
34;admin.;married;university.degree;no;no;no;cellular;aug;wed;224;no
27;blue-collar;unmarried;high.school;no;no;no;cellular;nov;tue;775;yes
29;admin.;unmarried;high.school;no;yes;no;cellular;jul;fri;268;yes
50;blue-collar;married;basic.9y;no;yes;no;cellular;apr;thu;1365;yes
32;blue-collar;married;basic.4y;no;no;no;cellular;sep;wed;830;yes
46;unemployed;married;basic.9y;no;yes;no;cellular;aug;thu;64;no
57;admin.;unmarried;university.degree;no;no;yes;cellular;may;mon;532;yes
29;entrepreneur;married;basic.6y;no;yes;no;cellular;may;tue;383;no
35;student;unmarried;high.school;no;yes;no;telephone;may;fri;160;no
30;admin.;unmarried;university.degree;no;yes;no;cellular;jul;tue;282;no
30;technician;unmarried;university.degree;no;no;yes;cellular;nov;thu;399;no
57;retired;married;professional.course;no;yes;no;cellular;aug;wed;156;no
51;technician;married;professional.course;no;no;yes;cellular;dec;mon;267;yes
33;blue-collar;married;professional.course;no;yes;no;telephone;jun;fri;862;yes
33;blue-collar;unmarried;basic.4y;no;no;no;cellular;nov;fri;60;no
33;technician;unmarried;professional.course;no;no;no;cellular;aug;thu;103;no
45;technician;unmarried;professional.course;no;no;no;telephone;may;tue;113;no
36;self-employed;unmarried;university.degree;no;no;no;cellular;jul;wed;540;yes
48;admin.;married;high.school;no;yes;no;telephone;may;mon;218;no
45;blue-collar;married;basic.4y;no;no;no;cellular;apr;thu;257;no
38;admin.;married;basic.6y;no;no;no;cellular;jul;thu;262;no
53;admin.;unmarried;basic.6y;no;yes;no;telephone;jun;mon;63;no
36;blue-collar;married;basic.9y;no;yes;no;telephone;may;wed;231;no
32;admin.;married;high.school;no;yes;no;cellular;aug;thu;117;no
36;admin.;unmarried;university.degree;no;yes;no;telephone;jun;mon;247;no
56;retired;married;basic.4y;no;no;no;cellular;dec;thu;582;yes
34;technician;unmarried;university.degree;no;yes;no;cellular;aug;wed;174;no
30;technician;unmarried;university.degree;no;yes;no;cellular;aug;mon;720;yes
36;admin.;unmarried;university.degree;no;no;no;cellular;may;tue;7;no
29;admin.;unmarried;university.degree;no;no;no;cellular;may;tue;41;no
29;admin.;unmarried;university.degree;no;yes;no;cellular;jul;fri;243;no
27;admin.;unmarried;university.degree;no;no;yes;telephone;jun;thu;263;no
32;admin.;unmarried;high.school;no;no;yes;cellular;may;fri;284;no
26;admin.;unmarried;high.school;no;no;no;cellular;jun;tue;479;yes
57;housemaid;married;basic.4y;no;no;no;cellular;aug;wed;1044;yes
59;retired;married;professional.course;no;no;no;cellular;nov;thu;80;no
33;admin.;unmarried;university.degree;no;no;no;cellular;may;mon;234;no
40;housemaid;unmarried;university.degree;no;yes;no;telephone;jun;mon;29;no
45;blue-collar;married;high.school;no;yes;no;cellular;nov;mon;162;yes
26;student;unmarried;high.school;no;no;no;cellular;oct;fri;373;yes
56;retired;married;basic.4y;no;yes;no;telephone;jun;wed;19;no
22;self-employed;unmarried;university.degree;no;yes;yes;cellular;jun;fri;126;yes
34;admin.;unmarried;university.degree;no;yes;no;telephone;aug;tue;205;yes
29;admin.;unmarried;university.degree;no;yes;no;cellular;may;tue;159;no
27;student;unmarried;university.degree;no;yes;no;cellular;aug;fri;630;no
35;services;unmarried;high.school;no;no;no;telephone;may;wed;65;no
31;admin.;unmarried;university.degree;no;no;no;cellular;aug;tue;138;no
30;student;unmarried;high.school;no;yes;no;cellular;sep;wed;201;no
46;technician;married;professional.course;no;yes;no;cellular;aug;thu;245;yes
57;self-employed;married;basic.4y;no;yes;no;cellular;apr;mon;659;no
34;technician;married;basic.9y;no;yes;no;cellular;apr;mon;904;yes
28;self-employed;unmarried;professional.course;no;yes;no;cellular;jun;thu;207;no
30;unemployed;unmarried;high.school;no;yes;no;cellular;oct;mon;67;no
42;technician;married;professional.course;no;yes;no;cellular;aug;fri;100;yes
58;admin.;married;high.school;no;yes;no;cellular;jul;thu;214;no
32;admin.;married;high.school;no;no;no;cellular;aug;thu;876;yes
31;housemaid;unmarried;high.school;no;yes;yes;cellular;jul;wed;61;no
25;services;unmarried;high.school;no;yes;no;telephone;jun;fri;13;no
33;blue-collar;unmarried;basic.9y;no;yes;no;telephone;may;fri;215;no
34;admin.;unmarried;high.school;no;yes;no;cellular;nov;mon;121;yes
38;admin.;unmarried;university.degree;no;yes;no;cellular;nov;wed;305;no
44;blue-collar;unmarried;basic.9y;no;no;no;cellular;may;mon;267;no
29;services;married;professional.course;no;yes;no;cellular;may;thu;109;no
38;admin.;unmarried;university.degree;no;yes;no;telephone;may;fri;153;no
31;blue-collar;married;basic.9y;no;no;no;telephone;jun;tue;397;no
35;entrepreneur;married;high.school;no;no;no;telephone;may;wed;157;no
58;blue-collar;unmarried;basic.9y;no;yes;no;cellular;may;wed;127;no
39;admin.;unmarried;high.school;no;no;no;telephone;jun;wed;139;no
35;admin.;married;university.degree;no;yes;no;telephone;may;tue;343;no
60;retired;married;professional.course;no;yes;no;cellular;sep;thu;365;yes
38;admin.;married;university.degree;no;yes;no;cellular;nov;wed;223;no
28;technician;unmarried;high.school;no;yes;yes;cellular;may;thu;609;yes
35;unemployed;unmarried;university.degree;no;no;no;cellular;aug;mon;386;yes
56;management;married;university.degree;no;yes;no;cellular;jul;thu;122;no
29;self-employed;unmarried;professional.course;no;yes;no;cellular;may;wed;774;yes
39;management;unmarried;university.degree;no;yes;no;telephone;may;tue;751;yes
37;management;married;university.degree;no;no;no;cellular;nov;thu;89;no
34;technician;unmarried;professional.course;no;no;no;cellular;mar;fri;301;yes
50;entrepreneur;married;basic.9y;no;yes;no;telephone;may;mon;215;no
40;services;married;high.school;no;yes;no;cellular;apr;thu;228;no
23;student;unmarried;high.school;no;no;no;telephone;mar;fri;290;yes
30;admin.;unmarried;university.degree;no;yes;yes;telephone;oct;mon;718;yes
48;admin.;unmarried;university.degree;no;yes;no;telephone;may;wed;140;no
29;technician;unmarried;university.degree;no;yes;no;cellular;dec;mon;264;yes
32;admin.;unmarried;university.degree;no;no;yes;cellular;jul;thu;1027;yes
38;technician;married;professional.course;no;yes;yes;cellular;mar;thu;63;yes
30;technician;unmarried;professional.course;no;no;no;cellular;jun;thu;137;yes
37;entrepreneur;married;university.degree;no;no;no;telephone;jun;fri;351;no
26;student;unmarried;university.degree;no;yes;no;telephone;may;wed;217;no
32;technician;unmarried;professional.course;no;no;no;telephone;jul;fri;566;no
34;technician;unmarried;professional.course;no;yes;no;cellular;may;thu;277;no
50;admin.;married;basic.9y;no;no;no;cellular;aug;thu;23;no
56;retired;married;basic.6y;no;yes;no;telephone;jun;fri;51;no
29;admin.;married;university.degree;no;no;no;cellular;aug;thu;111;no
29;services;unmarried;high.school;no;yes;no;cellular;may;thu;164;no
30;admin.;unmarried;university.degree;no;no;no;cellular;nov;fri;331;yes
34;admin.;unmarried;university.degree;no;no;no;cellular;aug;tue;121;no
32;technician;unmarried;basic.9y;no;yes;no;telephone;may;mon;194;no
30;admin.;unmarried;university.degree;no;yes;no;cellular;jul;mon;243;no
36;technician;married;university.degree;no;yes;no;cellular;jun;mon;192;yes
33;services;unmarried;high.school;no;yes;no;telephone;may;fri;111;no
37;unemployed;married;professional.course;no;yes;no;cellular;nov;thu;318;no
25;admin.;unmarried;high.school;no;no;no;cellular;jul;mon;270;no
46;admin.;unmarried;high.school;no;yes;yes;cellular;nov;fri;116;no
27;technician;unmarried;university.degree;no;yes;no;telephone;jun;mon;224;no
21;admin.;unmarried;high.school;no;no;no;cellular;apr;thu;97;no
42;blue-collar;married;basic.4y;no;yes;no;telephone;may;fri;29;no
36;admin.;married;university.degree;no;yes;no;cellular;oct;wed;825;yes
76;retired;married;basic.4y;no;yes;no;cellular;aug;thu;550;yes
48;self-employed;married;university.degree;no;no;no;cellular;nov;tue;137;no
37;admin.;married;university.degree;no;yes;no;cellular;may;fri;685;yes
33;admin.;married;university.degree;no;no;yes;cellular;sep;wed;397;yes
34;services;married;high.school;no;yes;no;cellular;may;mon;577;no
34;services;unmarried;high.school;no;no;no;telephone;jun;tue;172;no
47;housemaid;unmarried;basic.4y;no;no;no;telephone;jun;tue;241;no
29;admin.;married;high.school;no;no;no;cellular;may;wed;54;no
24;student;unmarried;professional.course;no;no;no;cellular;nov;mon;180;no
42;admin.;unmarried;high.school;no;no;yes;cellular;jul;fri;295;no
26;admin.;unmarried;university.degree;no;yes;no;cellular;apr;fri;376;no
35;technician;married;professional.course;no;yes;no;cellular;sep;wed;195;no
41;blue-collar;married;high.school;no;yes;yes;cellular;jul;thu;126;no
48;management;married;university.degree;no;yes;no;cellular;oct;wed;294;yes
35;admin.;married;university.degree;no;yes;no;cellular;may;fri;348;no
27;student;unmarried;university.degree;no;no;no;cellular;may;wed;274;no
32;admin.;married;university.degree;no;yes;no;cellular;may;thu;62;no
31;housemaid;unmarried;high.school;no;yes;no;cellular;jul;wed;125;no
33;admin.;married;university.degree;no;no;no;telephone;may;thu;463;no
34;unemployed;married;high.school;no;yes;yes;cellular;jul;thu;118;no
30;technician;married;professional.course;no;yes;yes;cellular;jul;fri;292;no
71;retired;married;basic.4y;no;yes;no;cellular;aug;fri;125;yes
41;services;married;basic.9y;no;no;no;cellular;jul;mon;88;no
43;admin.;married;university.degree;no;no;no;telephone;jun;fri;1023;yes
33;services;unmarried;high.school;no;yes;no;telephone;jun;thu;326;no
30;technician;unmarried;professional.course;no;yes;no;cellular;aug;fri;445;no
37;services;unmarried;basic.9y;no;yes;no;cellular;nov;mon;283;no
35;blue-collar;married;basic.9y;no;no;no;telephone;jul;mon;1356;yes
43;admin.;unmarried;university.degree;no;yes;no;cellular;aug;wed;126;no
36;admin.;married;university.degree;no;yes;no;cellular;sep;fri;355;no
34;technician;married;professional.course;no;no;no;cellular;aug;wed;1148;yes
29;services;unmarried;professional.course;no;yes;yes;cellular;aug;thu;99;no
37;admin.;married;high.school;no;yes;no;cellular;apr;thu;574;yes
33;technician;unmarried;university.degree;no;yes;no;cellular;aug;tue;80;no
55;retired;married;basic.4y;no;no;no;cellular;jul;wed;761;yes
54;technician;married;professional.course;no;no;no;cellular;jul;fri;796;no
37;technician;unmarried;university.degree;no;yes;no;telephone;may;thu;237;no
35;admin.;married;university.degree;no;no;yes;cellular;aug;thu;96;no
47;management;married;basic.9y;no;yes;no;cellular;jun;tue;181;yes
83;retired;married;university.degree;no;yes;no;cellular;jul;tue;178;yes
27;technician;married;university.degree;no;yes;yes;telephone;jun;wed;55;no
37;blue-collar;unmarried;professional.course;no;no;no;cellular;aug;wed;94;no
29;housemaid;unmarried;university.degree;no;no;yes;telephone;nov;mon;201;yes
28;admin.;unmarried;university.degree;no;yes;no;telephone;jun;thu;78;no
31;admin.;unmarried;high.school;no;no;no;cellular;jul;mon;1017;yes
29;technician;married;professional.course;no;yes;no;cellular;jul;wed;332;no
45;admin.;married;university.degree;no;no;no;cellular;jul;thu;196;no
41;technician;unmarried;university.degree;no;no;no;cellular;jul;thu;537;no
34;admin.;unmarried;university.degree;no;no;yes;cellular;mar;tue;236;yes
60;retired;married;high.school;no;yes;no;telephone;jun;wed;340;no
47;management;married;university.degree;no;yes;no;cellular;may;thu;127;no
39;services;unmarried;high.school;no;yes;no;telephone;jun;wed;205;no
57;blue-collar;married;basic.4y;no;no;no;cellular;may;tue;674;no
71;retired;married;basic.9y;no;no;no;cellular;oct;fri;131;no
47;admin.;married;university.degree;no;no;no;telephone;jun;fri;134;no
30;management;married;university.degree;no;no;no;cellular;mar;mon;116;yes
30;technician;unmarried;professional.course;no;no;no;cellular;sep;tue;275;no
34;management;married;university.degree;no;no;no;cellular;jul;thu;91;no
33;blue-collar;unmarried;basic.4y;no;no;no;telephone;may;tue;172;no
29;self-employed;unmarried;university.degree;no;yes;no;cellular;sep;tue;445;yes
33;blue-collar;married;basic.9y;no;no;no;telephone;may;mon;68;no
41;technician;married;professional.course;no;no;no;cellular;aug;wed;76;no
35;admin.;married;university.degree;no;no;no;telephone;jun;thu;161;no
