age;job;marital;education;default;housing;loan;contact;month;day_of_week;duration;y
41;unemployed;unmarried;high.school;no;yes;no;cellular;jul;wed;156;no
39;admin.;married;university.degree;no;yes;yes;cellular;jul;wed;53;no
26;unemployed;unmarried;university.degree;no;yes;no;cellular;apr;tue;184;yes
58;admin.;married;high.school;no;no;no;cellular;aug;wed;569;no
37;unemployed;unmarried;university.degree;no;no;yes;cellular;nov;fri;104;no
53;admin.;unmarried;university.degree;no;yes;no;telephone;mar;thu;262;no
38;blue-collar;married;basic.6y;no;no;no;telephone;jun;mon;559;no
59;management;married;university.degree;no;yes;no;cellular;dec;thu;646;no
31;admin.;unmarried;university.degree;no;yes;yes;cellular;apr;mon;885;yes
29;blue-collar;married;basic.9y;no;yes;no;cellular;may;mon;666;yes
57;blue-collar;married;basic.9y;no;yes;no;cellular;aug;mon;88;no
48;blue-collar;married;basic.4y;no;no;no;telephone;may;tue;128;no
43;technician;married;professional.course;no;yes;no;telephone;may;tue;225;no
23;services;unmarried;high.school;no;no;no;cellular;jul;thu;1097;yes
24;services;unmarried;high.school;no;no;yes;cellular;may;thu;91;no
30;admin.;unmarried;university.degree;no;no;no;cellular;aug;fri;129;no
32;technician;married;professional.course;no;no;yes;telephone;may;mon;142;no
32;self-employed;married;university.degree;no;yes;no;cellular;nov;fri;54;no
29;services;married;professional.course;no;yes;yes;telephone;may;thu;29;no
43;blue-collar;married;basic.6y;no;no;yes;cellular;may;tue;175;no
39;admin.;married;high.school;no;yes;no;cellular;jul;mon;627;no
25;admin.;unmarried;university.degree;no;yes;no;cellular;may;tue;427;yes
29;technician;unmarried;professional.course;no;yes;yes;telephone;jun;thu;247;no
26;unemployed;unmarried;high.school;no;yes;no;telephone;jun;thu;22;no
36;blue-collar;married;basic.6y;no;yes;yes;cellular;apr;fri;91;no
41;technician;married;professional.course;no;no;no;telephone;may;fri;216;no
45;blue-collar;married;basic.9y;no;no;yes;cellular;apr;fri;175;no
37;technician;unmarried;university.degree;no;no;no;telephone;jun;mon;182;no
31;technician;married;professional.course;no;no;yes;telephone;jun;fri;809;yes
38;blue-collar;married;basic.9y;no;yes;no;cellular;apr;mon;22;no
56;self-employed;married;high.school;no;yes;no;cellular;aug;thu;210;no
55;technician;married;professional.course;no;yes;no;cellular;nov;fri;98;no
37;technician;unmarried;high.school;no;no;yes;telephone;apr;fri;318;no
30;management;unmarried;university.degree;no;no;yes;cellular;may;tue;496;no
54;admin.;unmarried;high.school;no;no;no;cellular;nov;fri;13;no
82;retired;unmarried;basic.4y;no;no;no;cellular;apr;mon;529;yes
27;blue-collar;married;basic.6y;no;no;no;telephone;may;tue;37;no
28;admin.;married;university.degree;no;yes;no;cellular;jul;wed;529;yes
35;technician;married;professional.course;no;no;no;cellular;may;wed;66;no
20;student;unmarried;high.school;no;yes;no;cellular;jun;fri;201;yes
46;technician;unmarried;university.degree;no;no;no;cellular;jul;tue;199;no
24;admin.;unmarried;university.degree;no;yes;no;cellular;oct;fri;1176;yes
50;admin.;married;high.school;no;no;no;cellular;nov;tue;87;no
41;technician;unmarried;professional.course;no;yes;no;cellular;apr;thu;834;yes
38;admin.;married;high.school;no;yes;no;telephone;oct;fri;97;yes
42;admin.;married;university.degree;no;no;no;cellular;jul;wed;1331;no
45;admin.;unmarried;professional.course;no;yes;yes;telephone;may;thu;44;no
32;admin.;unmarried;high.school;no;yes;no;telephone;jul;thu;209;no
80;retired;married;basic.4y;no;no;no;cellular;oct;tue;82;no
30;admin.;unmarried;university.degree;no;no;no;cellular;may;tue;113;no
26;unemployed;married;high.school;no;yes;no;cellular;jul;fri;474;yes
35;management;unmarried;university.degree;no;no;no;cellular;jul;mon;403;no
48;technician;married;university.degree;no;no;no;cellular;nov;tue;346;no
25;student;unmarried;university.degree;no;yes;yes;telephone;sep;mon;131;no
42;admin.;unmarried;university.degree;no;no;no;cellular;may;fri;308;yes
33;admin.;married;university.degree;no;no;no;cellular;aug;thu;148;no
28;services;married;high.school;no;yes;yes;cellular;jul;wed;177;no
50;management;married;basic.9y;no;no;no;cellular;mar;wed;115;yes
54;housemaid;married;basic.4y;no;yes;no;cellular;aug;tue;133;no
33;admin.;married;university.degree;no;no;no;cellular;apr;wed;441;yes
35;housemaid;married;basic.9y;no;no;no;cellular;jul;tue;280;no
40;management;married;university.degree;no;yes;no;cellular;jun;mon;295;yes
35;admin.;married;university.degree;no;no;yes;telephone;may;wed;65;no
82;retired;married;university.degree;no;yes;no;cellular;oct;tue;526;no
20;student;unmarried;high.school;no;yes;no;cellular;nov;wed;166;yes
31;admin.;unmarried;university.degree;no;yes;no;cellular;may;mon;434;yes
57;admin.;unmarried;high.school;no;no;no;cellular;dec;mon;388;no
22;student;unmarried;high.school;no;no;no;cellular;sep;wed;369;yes
35;technician;married;professional.course;no;yes;no;telephone;jun;tue;117;no
39;services;married;high.school;no;yes;no;telephone;may;fri;430;yes
29;services;unmarried;high.school;no;no;no;cellular;jun;wed;725;yes
36;blue-collar;unmarried;basic.6y;no;yes;no;cellular;nov;thu;82;no
28;admin.;married;high.school;no;yes;no;telephone;may;wed;175;no
38;entrepreneur;married;professional.course;no;yes;yes;cellular;jun;tue;262;no
29;student;unmarried;university.degree;no;yes;no;cellular;may;mon;556;yes
36;blue-collar;married;basic.9y;no;yes;no;telephone;may;mon;65;no
52;technician;married;professional.course;no;yes;no;cellular;nov;fri;632;no
22;services;unmarried;professional.course;no;yes;yes;cellular;sep;tue;239;yes
48;services;married;high.school;no;yes;yes;cellular;may;wed;154;no
47;technician;married;university.degree;no;yes;no;cellular;aug;wed;206;no
39;technician;unmarried;university.degree;no;no;yes;telephone;oct;mon;2016;yes
35;admin.;unmarried;basic.9y;no;yes;no;cellular;may;tue;301;no
45;blue-collar;unmarried;basic.9y;no;yes;yes;telephone;may;wed;411;no
27;blue-collar;unmarried;university.degree;no;yes;no;cellular;apr;thu;246;yes
42;blue-collar;married;basic.6y;no;no;no;telephone;may;fri;134;no
26;blue-collar;unmarried;basic.9y;no;no;no;telephone;may;fri;688;yes
27;unemployed;unmarried;university.degree;no;yes;no;cellular;jul;tue;65;no
36;admin.;unmarried;university.degree;no;no;yes;cellular;may;wed;1119;yes
34;blue-collar;married;basic.6y;no;yes;yes;cellular;jul;mon;218;no
31;entrepreneur;unmarried;university.degree;no;yes;no;cellular;may;thu;633;yes
36;entrepreneur;unmarried;university.degree;no;no;no;cellular;nov;wed;1120;yes
31;admin.;unmarried;high.school;no;yes;no;cellular;sep;fri;210;yes
31;technician;unmarried;university.degree;no;yes;no;cellular;aug;wed;320;no
18;student;unmarried;basic.4y;no;no;no;cellular;apr;thu;108;no
31;services;married;high.school;no;no;no;telephone;may;wed;232;no
29;technician;unmarried;professional.course;no;no;no;telephone;may;thu;7;no
45;admin.;unmarried;university.degree;no;yes;no;cellular;aug;mon;141;no
52;technician;unmarried;university.degree;no;no;yes;cellular;aug;tue;794;yes
37;management;unmarried;university.degree;no;yes;no;cellular;nov;wed;171;no
39;technician;unmarried;professional.course;no;yes;no;cellular;aug;tue;1134;yes
50;housemaid;married;basic.4y;no;no;no;cellular;nov;tue;878;no
31;technician;married;high.school;no;no;no;telephone;jun;thu;9;no
55;admin.;married;university.degree;no;yes;no;telephone;mar;thu;220;no
46;admin.;unmarried;university.degree;no;no;yes;cellular;nov;tue;173;no
47;admin.;unmarried;university.degree;no;no;no;cellular;nov;tue;181;yes
25;housemaid;unmarried;basic.9y;no;yes;no;cellular;jul;mon;898;no
34;blue-collar;married;basic.6y;no;no;no;telephone;may;thu;248;no
38;management;married;high.school;no;no;no;telephone;may;tue;776;no
32;technician;unmarried;basic.9y;no;yes;yes;cellular;may;wed;103;no
50;self-employed;married;university.degree;no;no;no;telephone;may;wed;312;no
34;blue-collar;married;basic.4y;no;no;no;cellular;nov;tue;120;no
54;technician;married;basic.9y;no;no;no;cellular;nov;tue;284;yes
49;admin.;married;high.school;no;yes;no;cellular;nov;fri;36;no
32;admin.;unmarried;university.degree;no;yes;no;cellular;jun;mon;253;yes
34;technician;unmarried;basic.9y;no;no;no;cellular;aug;mon;200;no
33;admin.;unmarried;high.school;no;yes;no;cellular;apr;wed;507;yes
26;technician;married;professional.course;no;yes;no;cellular;jul;tue;136;no
26;services;unmarried;university.degree;no;yes;no;cellular;may;thu;551;no
38;entrepreneur;married;professional.course;no;yes;yes;cellular;apr;mon;278;no
26;admin.;unmarried;high.school;no;no;no;cellular;jul;fri;1310;yes
60;retired;married;university.degree;no;yes;no;cellular;jul;mon;120;no
51;admin.;unmarried;high.school;no;yes;yes;cellular;may;wed;316;no
44;entrepreneur;unmarried;university.degree;no;no;no;cellular;apr;thu;404;no
38;technician;married;high.school;no;yes;no;cellular;aug;thu;452;no
31;admin.;unmarried;university.degree;no;no;no;telephone;may;mon;53;no
48;technician;unmarried;professional.course;no;yes;yes;cellular;jul;wed;232;no
40;technician;married;professional.course;no;no;no;cellular;aug;mon;80;no
24;services;unmarried;high.school;no;no;no;cellular;apr;tue;450;yes
30;blue-collar;unmarried;basic.9y;no;yes;no;telephone;may;wed;64;no
29;technician;married;high.school;no;no;no;cellular;jul;mon;206;no
57;technician;unmarried;university.degree;no;yes;no;cellular;aug;wed;96;no
48;management;married;university.degree;no;yes;no;telephone;may;wed;353;no
34;admin.;unmarried;university.degree;no;yes;no;cellular;jul;wed;46;no
31;unemployed;unmarried;university.degree;no;yes;no;cellular;mar;tue;180;yes
44;blue-collar;married;basic.9y;no;no;no;cellular;jul;fri;41;no
39;management;married;university.degree;no;yes;no;telephone;aug;wed;306;yes
40;admin.;unmarried;high.school;no;yes;no;cellular;may;fri;164;no
46;housemaid;married;basic.9y;no;no;no;telephone;may;fri;322;no
47;admin.;married;university.degree;no;yes;no;cellular;nov;thu;70;no
44;blue-collar;married;basic.4y;no;no;no;cellular;aug;mon;484;no
26;admin.;unmarried;high.school;no;yes;no;cellular;nov;mon;262;yes
27;admin.;unmarried;university.degree;no;no;no;cellular;aug;tue;249;yes
28;technician;unmarried;high.school;no;yes;yes;cellular;may;thu;609;yes
38;technician;married;high.school;no;no;no;cellular;aug;tue;100;no
43;management;married;university.degree;no;no;no;telephone;may;thu;627;no
25;services;unmarried;high.school;no;yes;no;telephone;oct;thu;301;yes
57;admin.;married;university.degree;no;yes;no;cellular;aug;tue;149;yes
31;technician;married;professional.course;no;yes;no;cellular;aug;wed;87;no
48;blue-collar;unmarried;basic.9y;no;yes;yes;telephone;may;fri;246;no
41;technician;unmarried;professional.course;no;no;no;cellular;nov;mon;64;no
32;admin.;unmarried;university.degree;no;yes;yes;cellular;aug;fri;709;no
47;technician;married;basic.9y;no;yes;no;cellular;jul;mon;502;no
26;admin.;unmarried;university.degree;no;no;no;cellular;oct;fri;306;yes
53;entrepreneur;unmarried;university.degree;no;yes;no;cellular;nov;wed;137;no
36;student;unmarried;university.degree;no;no;yes;cellular;jul;thu;125;no
35;admin.;unmarried;university.degree;no;yes;yes;cellular;apr;mon;121;yes
47;admin.;married;basic.9y;no;yes;no;telephone;may;thu;146;no
39;technician;married;professional.course;no;no;no;cellular;may;thu;239;no
32;services;unmarried;professional.course;no;yes;yes;telephone;may;fri;249;no
31;technician;unmarried;university.degree;no;yes;no;cellular;apr;thu;701;yes
43;management;married;university.degree;no;no;yes;telephone;jul;thu;203;no
35;self-employed;married;university.degree;no;yes;no;cellular;jul;mon;192;no
23;admin.;unmarried;university.degree;no;no;yes;cellular;apr;wed;343;no
46;admin.;married;basic.9y;no;no;no;cellular;aug;tue;317;no
28;technician;married;high.school;no;yes;no;telephone;may;thu;347;no
29;services;unmarried;university.degree;no;yes;no;cellular;jul;fri;337;no
34;admin.;unmarried;university.degree;no;yes;no;cellular;apr;mon;285;no
52;technician;married;university.degree;no;no;no;cellular;nov;wed;164;no
22;unemployed;unmarried;university.degree;no;no;yes;telephone;oct;mon;34;no
25;student;married;university.degree;no;no;no;cellular;jun;fri;191;yes
37;blue-collar;married;basic.9y;no;no;no;cellular;aug;tue;373;no
35;blue-collar;married;basic.9y;no;no;no;telephone;jul;mon;1356;yes
41;blue-collar;married;basic.9y;no;yes;no;cellular;jul;thu;473;no
23;blue-collar;unmarried;basic.4y;no;yes;no;cellular;may;fri;523;yes
30;admin.;unmarried;high.school;no;no;no;cellular;aug;fri;111;no
30;management;unmarried;university.degree;no;yes;no;cellular;may;fri;637;yes
52;management;married;university.degree;no;yes;no;cellular;may;fri;787;yes
30;technician;unmarried;university.degree;no;no;no;cellular;aug;mon;731;yes
43;housemaid;married;basic.4y;no;yes;no;cellular;jul;wed;97;no
70;retired;married;basic.4y;no;yes;no;cellular;dec;wed;325;no
58;blue-collar;married;basic.6y;no;yes;no;cellular;aug;tue;140;no
29;admin.;unmarried;university.degree;no;no;no;cellular;jun;tue;160;yes
29;services;unmarried;high.school;no;yes;yes;telephone;jun;mon;46;no
30;blue-collar;married;basic.6y;no;yes;no;telephone;may;mon;257;no
29;student;unmarried;professional.course;no;yes;yes;cellular;nov;thu;123;yes
47;admin.;married;high.school;no;yes;no;cellular;apr;fri;296;yes
73;retired;married;basic.4y;no;no;no;cellular;aug;mon;348;yes
27;admin.;married;university.degree;no;yes;yes;telephone;jul;fri;178;no
31;unemployed;unmarried;basic.9y;no;yes;no;cellular;apr;fri;55;no
36;admin.;married;high.school;no;no;no;telephone;may;mon;211;no
35;services;married;basic.6y;no;no;no;telephone;may;mon;70;no
52;admin.;married;university.degree;no;yes;no;cellular;aug;tue;250;no
46;admin.;unmarried;high.school;no;yes;no;cellular;jun;mon;372;yes
46;technician;married;professional.course;no;no;no;cellular;aug;thu;81;no
29;admin.;married;high.school;no;yes;no;cellular;jul;tue;681;yes
36;blue-collar;married;basic.9y;no;yes;no;telephone;may;wed;231;no
30;blue-collar;married;basic.9y;no;no;yes;telephone;may;tue;179;no
35;blue-collar;married;basic.9y;no;yes;no;cellular;apr;tue;855;no
30;technician;unmarried;university.degree;no;no;no;telephone;oct;wed;676;yes
35;services;married;high.school;no;no;no;telephone;may;wed;188;no
31;admin.;unmarried;university.degree;no;yes;no;cellular;jul;tue;137;no
58;management;married;university.degree;no;yes;no;cellular;may;thu;342;yes
30;admin.;unmarried;university.degree;no;yes;no;cellular;jun;wed;244;yes
33;self-employed;married;basic.9y;no;yes;no;telephone;may;wed;48;no
30;services;married;professional.course;no;yes;no;cellular;nov;wed;622;yes
28;management;unmarried;university.degree;no;yes;no;cellular;jun;thu;339;yes
42;blue-collar;married;basic.9y;no;no;no;cellular;may;tue;334;no
28;technician;married;university.degree;no;yes;yes;cellular;may;thu;175;no
46;blue-collar;unmarried;basic.9y;no;no;no;cellular;may;wed;426;no
70;retired;married;basic.4y;no;no;no;cellular;dec;wed;546;yes
37;admin.;unmarried;high.school;no;no;no;cellular;oct;thu;509;yes
35;admin.;married;high.school;no;yes;no;cellular;oct;thu;194;yes
48;self-employed;unmarried;university.degree;no;no;no;cellular;may;wed;661;yes
36;admin.;married;high.school;no;yes;no;cellular;aug;fri;171;no
35;management;unmarried;university.degree;no;yes;no;cellular;aug;mon;961;yes
28;self-employed;unmarried;university.degree;no;yes;no;telephone;jun;mon;73;no
26;student;unmarried;basic.9y;no;no;no;cellular;mar;mon;42;no
30;blue-collar;unmarried;basic.9y;no;no;no;cellular;may;wed;305;no
32;technician;married;professional.course;no;no;no;cellular;jul;mon;167;no
31;services;unmarried;professional.course;no;no;no;telephone;jun;thu;56;no
31;technician;unmarried;professional.course;no;yes;no;cellular;jul;wed;662;yes
50;technician;unmarried;professional.course;no;yes;yes;cellular;jun;thu;78;no
37;admin.;unmarried;university.degree;no;no;no;telephone;nov;wed;623;yes
52;self-employed;unmarried;basic.9y;no;yes;no;cellular;nov;thu;26;no
34;blue-collar;married;basic.9y;no;yes;yes;telephone;may;wed;71;no
59;admin.;unmarried;high.school;no;no;no;cellular;nov;thu;357;yes
19;student;unmarried;basic.4y;no;no;yes;cellular;apr;wed;371;yes
34;blue-collar;married;basic.4y;no;yes;yes;telephone;jun;fri;426;no
34;management;married;university.degree;no;yes;yes;cellular;apr;mon;107;yes
38;student;unmarried;university.degree;no;no;no;telephone;jun;mon;194;no
36;services;married;high.school;no;yes;no;cellular;nov;mon;48;no
35;technician;married;professional.course;no;yes;no;cellular;aug;mon;105;no
41;housemaid;married;university.degree;no;yes;no;cellular;aug;thu;36;no
46;entrepreneur;unmarried;high.school;no;no;no;telephone;jun;fri;485;no
71;retired;unmarried;university.degree;no;yes;no;cellular;oct;tue;167;no
36;admin.;married;university.degree;no;yes;no;cellular;aug;mon;103;no
31;admin.;unmarried;university.degree;no;yes;no;cellular;apr;mon;239;no
26;services;unmarried;high.school;no;no;no;cellular;jul;fri;588;yes
59;admin.;married;professional.course;no;yes;no;cellular;aug;fri;34;no
48;admin.;unmarried;university.degree;no;yes;yes;telephone;jul;tue;80;no
26;student;unmarried;high.school;no;yes;no;cellular;apr;thu;116;yes
34;self-employed;married;illiterate;no;yes;no;cellular;nov;thu;51;no
25;blue-collar;unmarried;high.school;no;no;no;cellular;may;fri;1068;yes
47;technician;married;basic.9y;no;no;no;telephone;may;tue;227;no
25;admin.;unmarried;university.degree;no;yes;yes;cellular;oct;fri;115;yes
61;admin.;married;university.degree;no;yes;yes;telephone;jul;wed;261;yes
48;admin.;married;university.degree;no;no;no;telephone;may;mon;155;no
36;entrepreneur;married;university.degree;no;yes;no;telephone;may;tue;135;no
31;entrepreneur;married;basic.6y;no;yes;yes;cellular;jul;mon;782;yes
30;services;unmarried;high.school;no;yes;no;cellular;oct;mon;385;yes
33;technician;married;high.school;no;yes;yes;cellular;aug;wed;45;no
62;retired;married;university.degree;no;no;no;cellular;nov;thu;483;yes
38;management;unmarried;university.degree;no;yes;yes;cellular;nov;thu;186;no
43;technician;unmarried;basic.9y;no;no;no;cellular;jul;fri;853;yes
36;technician;unmarried;high.school;no;no;no;cellular;nov;tue;132;no
50;blue-collar;married;basic.6y;no;no;no;telephone;may;mon;165;no
43;admin.;married;university.degree;no;no;no;cellular;jul;tue;136;no
23;technician;unmarried;university.degree;no;yes;no;cellular;aug;mon;116;no
31;services;unmarried;high.school;no;yes;no;cellular;may;wed;152;no
34;admin.;married;university.degree;no;no;yes;cellular;nov;fri;408;no
34;admin.;married;university.degree;no;no;no;cellular;aug;wed;126;no
27;admin.;unmarried;university.degree;no;no;no;cellular;may;tue;134;no
29;admin.;unmarried;university.degree;no;yes;yes;cellular;jul;thu;258;no
26;student;unmarried;basic.9y;no;yes;no;cellular;aug;wed;582;yes
48;blue-collar;married;basic.9y;no;no;no;cellular;may;tue;309;yes
46;blue-collar;married;basic.4y;no;no;no;cellular;may;mon;471;no
43;blue-collar;married;high.school;no;yes;yes;cellular;jul;fri;132;no
37;management;unmarried;university.degree;no;yes;no;cellular;may;tue;58;no
54;management;married;university.degree;no;no;yes;cellular;aug;wed;990;yes
44;self-employed;married;university.degree;no;no;no;cellular;aug;thu;242;no
39;admin.;married;high.school;no;yes;no;telephone;jun;fri;77;no
35;management;married;university.degree;no;yes;no;cellular;aug;thu;76;no
38;technician;unmarried;university.degree;no;yes;yes;telephone;may;thu;245;no
39;unemployed;unmarried;high.school;no;no;no;cellular;nov;thu;19;no
21;student;unmarried;high.school;no;yes;no;cellular;jun;mon;202;yes
31;admin.;unmarried;university.degree;no;yes;yes;cellular;aug;thu;95;no
34;blue-collar;married;basic.9y;no;yes;yes;telephone;may;wed;1479;yes
44;technician;married;university.degree;no;no;no;cellular;may;fri;113;no
53;services;married;basic.9y;no;yes;no;telephone;aug;mon;141;no
49;admin.;married;university.degree;no;no;no;cellular;jun;thu;259;yes
40;blue-collar;married;basic.4y;no;yes;no;cellular;may;thu;61;no
32;admin.;married;university.degree;no;yes;no;telephone;may;mon;23;no
51;services;married;high.school;no;yes;no;telephone;may;fri;57;no
45;unemployed;married;university.degree;no;yes;no;cellular;aug;mon;211;no
57;admin.;married;university.degree;no;yes;no;telephone;jun;fri;27;no
30;blue-collar;unmarried;basic.4y;no;no;no;telephone;jul;thu;267;no
28;technician;unmarried;university.degree;no;no;yes;cellular;apr;fri;97;no
44;blue-collar;married;basic.4y;no;yes;yes;telephone;dec;mon;119;yes
26;entrepreneur;married;professional.course;no;no;no;telephone;may;fri;75;no
40;blue-collar;unmarried;basic.4y;no;yes;no;telephone;jun;thu;160;no
35;admin.;unmarried;university.degree;no;yes;no;cellular;nov;tue;188;no
44;services;married;high.school;no;yes;no;telephone;may;tue;1030;yes
39;management;married;university.degree;no;yes;no;cellular;may;thu;141;no
69;retired;married;high.school;no;no;no;cellular;may;wed;289;yes
41;admin.;unmarried;high.school;no;no;no;telephone;may;thu;202;no
27;admin.;unmarried;university.degree;no;yes;no;cellular;apr;fri;156;yes
38;technician;unmarried;professional.course;no;yes;no;cellular;aug;tue;99;no
54;technician;married;university.degree;no;no;no;cellular;nov;tue;432;no
29;admin.;unmarried;university.degree;no;yes;no;telephone;jun;tue;128;no
31;blue-collar;unmarried;high.school;no;yes;no;cellular;jul;tue;101;no
33;admin.;married;high.school;no;no;no;telephone;jun;mon;314;no
31;technician;unmarried;university.degree;no;yes;no;telephone;mar;fri;228;yes
47;admin.;unmarried;university.degree;no;yes;no;telephone;jun;fri;2653;yes
45;admin.;unmarried;university.degree;no;yes;no;cellular;aug;mon;390;no
33;blue-collar;unmarried;basic.6y;no;yes;no;cellular;may;fri;474;no
42;technician;unmarried;professional.course;no;no;no;cellular;may;wed;531;yes
34;admin.;unmarried;university.degree;no;no;no;cellular;aug;thu;260;no
32;housemaid;married;basic.4y;no;yes;no;cellular;aug;mon;87;no
38;admin.;married;high.school;no;yes;no;cellular;aug;mon;470;yes
36;admin.;unmarried;university.degree;no;no;no;telephone;may;thu;792;yes
50;technician;unmarried;university.degree;no;yes;no;cellular;jul;tue;129;no
50;self-employed;unmarried;university.degree;no;yes;no;cellular;nov;thu;743;no
50;management;married;university.degree;no;yes;yes;cellular;apr;mon;228;no
37;unemployed;unmarried;university.degree;no;no;no;cellular;nov;thu;212;no
49;admin.;married;high.school;no;yes;no;cellular;may;tue;668;yes
29;admin.;unmarried;high.school;no;yes;yes;cellular;apr;thu;123;no
26;admin.;unmarried;university.degree;no;no;no;telephone;aug;mon;1087;yes
60;admin.;married;university.degree;no;yes;no;telephone;jul;thu;363;yes
41;blue-collar;unmarried;basic.6y;no;yes;no;telephone;jun;mon;36;no
30;self-employed;unmarried;university.degree;no;yes;no;telephone;jun;tue;2621;yes
33;admin.;unmarried;high.school;no;no;no;cellular;may;thu;492;yes
33;admin.;married;high.school;no;yes;no;cellular;aug;mon;252;yes
31;management;married;university.degree;no;yes;no;cellular;aug;tue;57;no
43;technician;unmarried;professional.course;no;yes;no;cellular;may;mon;143;no
34;admin.;unmarried;high.school;no;yes;no;telephone;may;wed;78;no
33;retired;married;high.school;no;yes;no;cellular;may;tue;762;yes
43;blue-collar;unmarried;basic.9y;no;yes;no;cellular;jul;thu;982;yes
28;self-employed;unmarried;university.degree;no;no;yes;cellular;may;mon;315;yes
30;admin.;unmarried;university.degree;no;yes;no;cellular;nov;thu;769;no
34;unemployed;unmarried;university.degree;no;yes;no;cellular;apr;tue;125;yes
49;technician;unmarried;high.school;no;yes;no;cellular;jul;thu;388;no
49;technician;married;professional.course;no;no;no;cellular;nov;tue;267;no
25;blue-collar;unmarried;professional.course;no;yes;no;cellular;jun;tue;179;yes
27;technician;unmarried;basic.9y;no;no;yes;cellular;may;mon;701;yes
24;services;unmarried;high.school;no;yes;no;telephone;jun;mon;341;no
29;admin.;unmarried;university.degree;no;yes;no;cellular;sep;wed;307;no
36;admin.;married;university.degree;no;yes;no;telephone;jun;fri;27;no
31;admin.;unmarried;university.degree;no;yes;no;cellular;aug;thu;202;no
56;blue-collar;married;basic.4y;no;yes;yes;telephone;jun;thu;36;no
30;admin.;married;high.school;no;yes;no;cellular;nov;wed;193;no
35;blue-collar;married;professional.course;no;no;no;cellular;jul;tue;584;no
39;admin.;married;basic.9y;no;no;no;telephone;may;fri;127;no
87;retired;unmarried;basic.4y;no;no;no;cellular;aug;fri;273;yes
30;technician;unmarried;professional.course;no;yes;no;telephone;may;thu;366;no
29;blue-collar;unmarried;professional.course;no;no;yes;cellular;mar;tue;207;yes
45;admin.;married;university.degree;no;no;no;cellular;jul;thu;252;yes
42;management;married;university.degree;no;no;no;telephone;oct;fri;615;yes
59;technician;married;university.degree;no;yes;no;cellular;oct;mon;511;yes
38;admin.;married;high.school;no;no;no;cellular;may;wed;275;no
41;blue-collar;married;professional.course;no;no;no;telephone;may;mon;144;no
52;technician;married;basic.9y;no;yes;yes;cellular;nov;wed;323;no
27;management;married;university.degree;no;no;no;cellular;apr;mon;54;no
37;admin.;married;university.degree;no;no;no;telephone;jun;tue;198;no
39;admin.;married;university.degree;no;yes;no;telephone;may;thu;543;yes
57;blue-collar;unmarried;professional.course;no;no;no;telephone;may;thu;100;no
58;technician;married;professional.course;no;no;no;cellular;nov;thu;321;no
29;technician;unmarried;high.school;no;no;no;cellular;jul;fri;33;no
34;admin.;unmarried;high.school;no;yes;no;telephone;may;thu;168;no
52;admin.;married;university.degree;no;yes;yes;cellular;jun;wed;241;no
35;admin.;married;university.degree;no;no;no;cellular;jul;thu;951;yes
28;blue-collar;married;basic.9y;no;yes;no;cellular;may;fri;14;no
31;blue-collar;married;basic.9y;no;no;no;telephone;may;tue;33;no
34;technician;married;high.school;no;no;no;telephone;may;mon;228;no
49;entrepreneur;married;high.school;no;no;no;telephone;nov;tue;177;no
32;technician;married;university.degree;no;no;yes;cellular;aug;tue;226;no
24;student;unmarried;high.school;no;no;no;cellular;may;wed;669;yes
56;self-employed;married;university.degree;no;yes;no;cellular;jun;thu;88;no
45;admin.;unmarried;professional.course;no;yes;no;telephone;may;wed;565;yes
40;admin.;married;university.degree;no;yes;no;telephone;may;tue;66;no
49;blue-collar;married;basic.9y;no;no;no;cellular;nov;fri;273;no
41;entrepreneur;married;university.degree;no;yes;no;cellular;aug;thu;324;yes
29;admin.;married;basic.9y;no;yes;no;telephone;may;tue;197;no
39;blue-collar;unmarried;basic.9y;no;no;no;cellular;may;mon;583;yes
43;services;married;high.school;no;no;yes;cellular;aug;tue;79;no
59;retired;married;high.school;no;yes;no;cellular;aug;wed;625;yes
31;admin.;unmarried;university.degree;no;no;no;cellular;aug;tue;507;yes
29;technician;unmarried;high.school;no;no;no;cellular;aug;fri;31;no
66;retired;unmarried;basic.4y;no;yes;no;cellular;nov;tue;525;yes
43;blue-collar;married;basic.4y;no;yes;no;telephone;may;mon;155;no
32;services;married;professional.course;no;yes;yes;cellular;nov;tue;265;no
25;blue-collar;unmarried;basic.4y;no;yes;no;telephone;may;wed;1681;yes
28;admin.;unmarried;university.degree;no;no;no;cellular;jul;thu;727;yes
37;entrepreneur;married;basic.6y;no;yes;no;cellular;aug;fri;148;no
31;self-employed;unmarried;professional.course;no;yes;no;cellular;aug;mon;215;no
54;retired;unmarried;professional.course;no;yes;no;telephone;may;tue;139;no
49;technician;married;professional.course;no;yes;no;telephone;may;tue;447;no
41;technician;married;professional.course;no;yes;no;cellular;aug;tue;161;no
40;technician;married;university.degree;no;no;no;cellular;nov;fri;52;no
28;entrepreneur;married;high.school;no;yes;no;cellular;may;thu;61;no
31;technician;unmarried;university.degree;no;yes;no;cellular;nov;mon;984;yes
53;admin.;unmarried;university.degree;no;no;no;cellular;aug;tue;506;yes
38;admin.;married;high.school;no;yes;no;cellular;nov;tue;67;no
30;technician;unmarried;university.degree;no;no;no;cellular;apr;mon;96;no
53;technician;married;professional.course;no;yes;no;cellular;aug;thu;190;no
31;blue-collar;unmarried;basic.9y;no;no;yes;cellular;jul;wed;85;no
38;entrepreneur;married;basic.9y;no;yes;no;cellular;jul;fri;188;no
